record_id,employee_alias,department,input_text,category,source_id,score,status,reviewer_action,audit_timestamp
HR-1232,EMP-528,IT,Work pressure is increasing,Workload,SRC-3568,0.9,Pending,None,2026-09-09 12:57:18
HR-1233,EMP-726,IT,Good work should receive more recognition,Recognition,SRC-2416,0.76,Pending,None,2026-09-04 06:00:18
HR-1234,EMP-600,Customer Support,Hard work should be recognized,Recognition,SRC-8581,0.71,Pending,None,2026-08-30 23:42:18
HR-1235,EMP-853,Customer Support,Managers should communicate expectations clearly,Management,SRC-4643,0.94,Pending,None,2026-09-07 10:28:18
HR-1236,EMP-252,Marketing,The workplace environment is comfortable,Work Environment,SRC-1656,0.98,Pending,None,2026-09-03 10:50:18
HR-1237,EMP-134,Sales,The workplace environment is comfortable,Work Environment,SRC-8412,0.79,Pending,None,2026-08-15 06:51:18
HR-1238,EMP-671,Customer Support,No clear opinion,Unclear,SRC-4571,0.25,Pending,None,2026-08-24 23:10:18
HR-1239,EMP-344,Operations,There should be better communication between departments,Communication,SRC-5994,0.66,Pending,None,2026-09-01 09:45:18
HR-1240,EMP-978,Marketing,There should be better communication between departments,Communication,SRC-8598,0.89,Pending,None,2026-08-29 22:51:18
HR-1241,EMP-289,Customer Support,There should be clearer promotion opportunities,Career Growth,SRC-1022,0.93,Pending,None,2026-08-14 17:19:18
HR-1242,EMP-494,Operations,Teams should communicate more clearly,Communication,SRC-7977,0.89,Pending,None,2026-09-08 09:06:18
HR-1243,EMP-655,Marketing,Salary structure could be improved,Compensation,SRC-6500,0.88,Pending,None,2026-08-13 23:58:18
HR-1244,EMP-627,Operations,Need better internal communication,Communication,SRC-7274,0.74,Pending,None,2026-09-08 16:21:18
HR-1245,EMP-141,Finance,More professional development would help,Career Growth,SRC-2097,0.81,Pending,None,2026-08-20 19:42:18
HR-1246,EMP-241,Finance,There should be better communication between departments,Communication,SRC-4437,0.89,Pending,None,2026-08-21 18:20:18
HR-1247,EMP-428,Finance,Hard work should be recognized,Recognition,SRC-5540,0.62,Pending,None,2026-08-28 11:18:18
HR-1248,EMP-453,Sales,Employees should be appreciated more,Recognition,SRC-8703,0.87,Pending,None,2026-09-04 18:07:18
HR-1249,EMP-399,Sales,Salary structure could be improved,Compensation,SRC-4085,0.94,Pending,None,2026-09-01 08:13:18
HR-1250,EMP-189,HR,Work pressure is increasing,Workload,SRC-2260,0.64,Pending,None,2026-08-24 01:30:18
HR-1251,EMP-214,Operations,Need improvement,Unclear,SRC-4346,0.38,Pending,None,2026-09-09 01:15:18
HR-1252,EMP-123,Finance,More professional development would help,Career Growth,SRC-3163,0.78,Pending,None,2026-08-30 14:59:18
HR-1253,EMP-554,Operations,Management should listen to employees,Management,SRC-2031,0.61,Pending,None,2026-08-22 01:51:18
HR-1254,EMP-954,Marketing,The work environment needs improvement,Work Environment,SRC-6616,0.85,Pending,None,2026-08-26 08:30:18
HR-1255,EMP-597,Marketing,Employees deserve more recognition,Recognition,SRC-8295,0.77,Pending,None,2026-09-06 07:41:18
HR-1256,EMP-235,Customer Support,Pay should be reviewed regularly,Compensation,SRC-4715,0.78,Pending,None,2026-08-24 14:49:18
HR-1257,EMP-888,Customer Support,I don't know,Unclear,SRC-5659,0.36,Pending,None,2026-08-19 01:48:18
HR-1258,EMP-733,IT,Management should listen to employees,Management,SRC-3873,0.92,Pending,None,2026-08-18 11:44:18
HR-1259,EMP-265,IT,Communication...,Unclear,SRC-3072,0.35,Pending,None,2026-08-28 07:52:18
HR-1260,EMP-288,IT,Teams should communicate more clearly,Communication,SRC-6633,0.66,Pending,None,2026-08-31 21:54:18
HR-1261,EMP-652,IT,Need better internal communication,Communication,SRC-7628,0.95,Pending,None,2026-08-18 02:53:18
HR-1262,EMP-569,Finance,More professional development would help,Career Growth,SRC-9313,0.73,Pending,None,2026-08-24 22:55:18
HR-1263,EMP-585,Finance,Benefits could be improved,Compensation,SRC-3409,0.9,Pending,None,2026-08-31 14:59:18
HR-1264,EMP-446,Operations,Workload,Unclear,SRC-1656,0.25,Pending,None,2026-09-05 13:53:18
HR-1265,EMP-219,Finance,It is okay,Unclear,SRC-8306,0.33,Pending,None,2026-08-26 08:34:18
HR-1266,EMP-156,Marketing,Employees deserve more recognition,Recognition,SRC-4639,0.9,Pending,None,2026-08-24 03:40:18
HR-1267,EMP-300,HR,There are some issues,Unclear,SRC-2431,0.54,Pending,None,2026-08-29 10:54:18
HR-1268,EMP-299,Sales,Employees deserve more recognition,Recognition,SRC-1918,0.95,Pending,None,2026-08-27 22:28:18
HR-1269,EMP-507,IT,We need a better working environment,Work Environment,SRC-7326,0.74,Pending,None,2026-08-24 11:00:18
HR-1270,EMP-453,Finance,The work environment needs improvement,Work Environment,SRC-2435,0.68,Pending,None,2026-08-31 17:18:18
HR-1271,EMP-859,Sales,Management should listen to employees,Management,SRC-7944,0.88,Pending,None,2026-08-30 08:30:18
HR-1272,EMP-242,Customer Support,Important information is not shared on time,Communication,SRC-4404,0.72,Pending,None,2026-09-04 09:52:18
HR-1273,EMP-443,HR,Hard work should be recognized,Recognition,SRC-2449,0.6,Pending,None,2026-09-09 13:50:18
HR-1274,EMP-379,Sales,The work environment needs improvement,Work Environment,SRC-3243,0.68,Pending,None,2026-08-28 21:05:18
HR-1275,EMP-396,Marketing,Pay should be reviewed regularly,Compensation,SRC-5979,0.79,Pending,None,2026-09-01 14:18:18
HR-1276,EMP-329,HR,Work pressure is increasing,Workload,SRC-5917,0.96,Pending,None,2026-09-09 11:23:18
HR-1277,EMP-583,HR,Managers should communicate expectations clearly,Management,SRC-3938,0.79,Pending,None,2026-09-09 20:22:18
HR-1278,EMP-350,HR,Communication...,Unclear,SRC-9078,0.55,Pending,None,2026-08-14 12:58:18
HR-1279,EMP-713,Operations,The work environment needs improvement,Work Environment,SRC-8144,0.93,Pending,None,2026-09-09 02:02:18
HR-1280,EMP-802,Sales,Salary structure could be improved,Compensation,SRC-7114,0.79,Pending,None,2026-09-06 16:26:18
HR-1281,EMP-117,Customer Support,Employees should be appreciated more,Recognition,SRC-3394,0.72,Pending,None,2026-08-17 16:05:18
HR-1282,EMP-465,IT,I don't know,Unclear,SRC-7873,0.42,Pending,None,2026-08-27 16:55:18
HR-1283,EMP-149,Finance,More training opportunities are needed,Career Growth,SRC-9419,0.67,Pending,None,2026-09-09 02:04:18
HR-1284,EMP-287,Customer Support,Maybe some changes are needed,Unclear,SRC-9908,0.31,Pending,None,2026-08-25 21:29:18
HR-1285,EMP-946,Customer Support,We need better support from managers,Management,SRC-6939,0.64,Pending,None,2026-09-06 21:39:18
HR-1286,EMP-460,Customer Support,Need improvement,Unclear,SRC-9489,0.3,Pending,None,2026-09-02 13:44:18
HR-1287,EMP-521,Finance,The workload is too high,Workload,SRC-4569,0.66,Pending,None,2026-08-21 13:36:18
HR-1288,EMP-951,IT,Employees deserve more recognition,Recognition,SRC-9612,0.92,Pending,None,2026-09-05 14:03:18
HR-1289,EMP-819,Customer Support,The workplace facilities are good,Work Environment,SRC-2251,0.64,Pending,None,2026-08-17 11:26:18
HR-1290,EMP-117,Sales,We need more learning programs,Career Growth,SRC-3277,0.91,Pending,None,2026-09-07 16:53:18
HR-1291,EMP-635,Customer Support,Work pressure is increasing,Workload,SRC-1471,0.88,Pending,None,2026-08-16 21:38:18
HR-1292,EMP-327,IT,Too many tasks are assigned at once,Workload,SRC-6036,0.65,Pending,None,2026-08-17 10:19:18
HR-1293,EMP-180,Sales,Salary structure could be improved,Compensation,SRC-2273,0.61,Pending,None,2026-09-02 13:02:18
HR-1294,EMP-875,Sales,Not sure about this,Unclear,SRC-1537,0.48,Pending,None,2026-09-03 20:57:18
HR-1295,EMP-707,HR,Managers should give more feedback,Management,SRC-2085,0.71,Pending,None,2026-08-11 23:19:18
HR-1296,EMP-872,HR,Good work should receive more recognition,Recognition,SRC-4277,0.67,Pending,None,2026-08-27 12:04:18
HR-1297,EMP-129,HR,Better,Unclear,SRC-5544,0.53,Pending,None,2026-08-27 08:01:18
HR-1298,EMP-460,IT,Benefits could be improved,Compensation,SRC-4962,0.79,Pending,None,2026-08-14 14:44:18
HR-1299,EMP-201,Customer Support,We need regular team updates,Communication,SRC-4555,0.87,Pending,None,2026-08-24 07:57:18
HR-1300,EMP-275,Customer Support,More training opportunities are needed,Career Growth,SRC-4506,0.95,Pending,None,2026-09-02 02:36:18
HR-1301,EMP-475,Operations,The workplace environment is comfortable,Work Environment,SRC-3963,0.92,Pending,None,2026-08-28 18:44:18
HR-1302,EMP-534,IT,The workplace environment is comfortable,Work Environment,SRC-6149,0.65,Pending,None,2026-08-16 12:35:18
HR-1303,EMP-632,IT,We need better support from managers,Management,SRC-1665,0.63,Pending,None,2026-09-02 23:21:18
HR-1304,EMP-218,Sales,We need better employee appreciation,Recognition,SRC-8273,0.69,Pending,None,2026-08-30 00:57:18
HR-1305,EMP-397,Customer Support,Salary structure could be improved,Compensation,SRC-8793,0.96,Pending,None,2026-08-28 05:26:18
HR-1306,EMP-283,HR,The workplace environment is comfortable,Work Environment,SRC-7494,0.77,Pending,None,2026-09-10 11:24:18
HR-1307,EMP-792,HR,Workload,Unclear,SRC-7563,0.44,Pending,None,2026-08-16 03:12:18
HR-1308,EMP-859,IT,It is okay,Unclear,SRC-6548,0.27,Pending,None,2026-08-29 21:41:18
HR-1309,EMP-225,IT,There should be clearer promotion opportunities,Career Growth,SRC-5563,0.89,Pending,None,2026-09-06 23:42:18
HR-1310,EMP-707,Finance,Compensation should reflect responsibilities,Compensation,SRC-6834,0.78,Pending,None,2026-09-07 22:55:18
HR-1311,EMP-514,Sales,We need better workload distribution,Workload,SRC-2770,0.65,Pending,None,2026-09-02 18:35:18
HR-1312,EMP-609,IT,The workload is too high,Workload,SRC-2631,0.88,Pending,None,2026-08-14 14:37:18
HR-1313,EMP-610,Operations,Maybe some changes are needed,Unclear,SRC-7269,0.41,Pending,None,2026-08-26 09:13:18
HR-1314,EMP-256,Finance,Need better internal communication,Communication,SRC-9518,0.89,Pending,None,2026-09-01 17:07:18
HR-1315,EMP-306,Finance,The work environment needs improvement,Work Environment,SRC-5287,0.81,Pending,None,2026-09-05 02:30:18
HR-1316,EMP-659,HR,There should be better communication between departments,Communication,SRC-2951,0.75,Pending,None,2026-08-25 19:40:18
HR-1317,EMP-973,Sales,Need better internal communication,Communication,SRC-3897,0.81,Pending,None,2026-08-25 07:06:18
HR-1318,EMP-823,IT,Work pressure is increasing,Workload,SRC-7374,0.79,Pending,None,2026-08-16 11:34:18
HR-1319,EMP-682,Operations,Employees deserve more recognition,Recognition,SRC-8697,0.78,Pending,None,2026-08-18 14:49:18
HR-1320,EMP-618,HR,The work environment needs improvement,Work Environment,SRC-7189,0.83,Pending,None,2026-08-27 13:24:18
HR-1321,EMP-884,Finance,We need regular team updates,Communication,SRC-1739,0.65,Pending,None,2026-08-28 04:19:18
HR-1322,EMP-457,Customer Support,Teams should communicate more clearly,Communication,SRC-7235,0.64,Pending,None,2026-08-27 05:05:18
HR-1323,EMP-465,Sales,Employees need better career growth opportunities,Career Growth,SRC-5056,0.69,Pending,None,2026-08-25 16:59:18
HR-1324,EMP-706,HR,Teams should communicate more clearly,Communication,SRC-2875,0.73,Pending,None,2026-08-12 09:37:18
HR-1325,EMP-651,Finance,No clear opinion,Unclear,SRC-9433,0.52,Pending,None,2026-08-23 15:19:18
HR-1326,EMP-120,Operations,Teams should communicate more clearly,Communication,SRC-7188,0.82,Pending,None,2026-08-26 04:16:18
HR-1327,EMP-686,HR,Important information is not shared on time,Communication,SRC-6504,0.79,Pending,None,2026-08-26 22:58:18
HR-1328,EMP-270,Marketing,The office environment could be improved,Work Environment,SRC-9142,0.84,Pending,None,2026-08-14 22:22:18
HR-1329,EMP-960,Customer Support,We need better support from managers,Management,SRC-1778,0.71,Pending,None,2026-09-06 14:32:18
HR-1330,EMP-511,Customer Support,More training opportunities are needed,Career Growth,SRC-2552,0.82,Pending,None,2026-08-23 22:41:18
HR-1331,EMP-168,Marketing,The workplace facilities are good,Work Environment,SRC-4436,0.73,Pending,None,2026-08-14 23:50:18
HR-1332,EMP-767,Customer Support,Pay should be reviewed regularly,Compensation,SRC-8092,0.85,Pending,None,2026-08-25 18:21:18
HR-1333,EMP-304,Sales,Employees deserve more recognition,Recognition,SRC-8425,0.86,Pending,None,2026-09-05 10:11:18
HR-1334,EMP-284,HR,Good work should receive more recognition,Recognition,SRC-9178,0.68,Pending,None,2026-09-01 18:30:18
HR-1335,EMP-374,Operations,Hard work should be recognized,Recognition,SRC-1981,0.8,Pending,None,2026-08-28 01:59:18
HR-1336,EMP-573,IT,We need more learning programs,Career Growth,SRC-8133,0.76,Pending,None,2026-08-14 10:28:18
HR-1337,EMP-749,IT,We need better support from managers,Management,SRC-3631,0.7,Pending,None,2026-09-07 20:48:18
HR-1338,EMP-341,Sales,Too many tasks are assigned at once,Workload,SRC-1453,0.69,Pending,None,2026-08-25 15:17:18
HR-1339,EMP-575,Sales,The workplace facilities are good,Work Environment,SRC-1606,0.68,Pending,None,2026-08-23 21:58:18
HR-1340,EMP-239,HR,Pay should be reviewed regularly,Compensation,SRC-3883,0.84,Pending,None,2026-08-13 10:13:18
HR-1341,EMP-839,Sales,Need better internal communication,Communication,SRC-6143,0.83,Pending,None,2026-08-14 09:32:18
HR-1342,EMP-516,Finance,There should be better communication between departments,Communication,SRC-3302,0.69,Pending,None,2026-09-06 11:45:18
HR-1343,EMP-852,Marketing,Employees deserve more recognition,Recognition,SRC-9605,0.7,Pending,None,2026-08-15 14:40:18
HR-1344,EMP-343,Marketing,Not good,Unclear,SRC-6134,0.32,Pending,None,2026-09-07 02:20:18
HR-1345,EMP-854,Sales,Employees need better career growth opportunities,Career Growth,SRC-7928,0.68,Pending,None,2026-08-16 08:46:18
HR-1346,EMP-279,IT,The workplace facilities are good,Work Environment,SRC-5166,0.93,Pending,None,2026-08-14 01:11:18
HR-1347,EMP-602,Marketing,Teams should communicate more clearly,Communication,SRC-9941,0.76,Pending,None,2026-08-22 17:10:18
HR-1348,EMP-384,Customer Support,Managers should communicate expectations clearly,Management,SRC-7025,0.91,Pending,None,2026-08-12 11:07:18
HR-1349,EMP-760,Marketing,Things could be better,Unclear,SRC-4926,0.29,Pending,None,2026-08-29 00:17:18
HR-1350,EMP-416,Operations,Managers should give more feedback,Management,SRC-9763,0.93,Pending,None,2026-08-31 15:19:18
HR-1351,EMP-497,HR,We need a better working environment,Work Environment,SRC-5929,0.63,Pending,None,2026-08-22 05:17:18
HR-1352,EMP-404,IT,We need better workload distribution,Workload,SRC-6196,0.93,Pending,None,2026-09-09 19:59:18
HR-1353,EMP-516,Customer Support,Not sure about this,Unclear,SRC-9055,0.36,Pending,None,2026-08-30 07:09:18
HR-1354,EMP-961,Finance,Salary structure could be improved,Compensation,SRC-3627,0.87,Pending,None,2026-09-03 13:09:18
HR-1355,EMP-167,Finance,More professional development would help,Career Growth,SRC-6353,0.77,Pending,None,2026-08-12 17:58:18
HR-1356,EMP-880,HR,We need better workload distribution,Workload,SRC-3229,0.6,Pending,None,2026-08-20 14:38:18
HR-1357,EMP-743,Finance,Need better internal communication,Communication,SRC-3585,0.69,Pending,None,2026-09-10 01:10:18
HR-1358,EMP-881,IT,There should be clearer promotion opportunities,Career Growth,SRC-6233,0.77,Pending,None,2026-08-17 13:55:18
HR-1359,EMP-366,IT,Pay should be reviewed regularly,Compensation,SRC-5616,0.68,Pending,None,2026-08-30 08:50:18
HR-1360,EMP-476,IT,The work environment needs improvement,Work Environment,SRC-4677,0.61,Pending,None,2026-08-12 13:11:18
HR-1361,EMP-671,Operations,The workload is too high,Workload,SRC-8576,0.68,Pending,None,2026-08-19 04:25:18
HR-1362,EMP-150,Sales,We need better employee appreciation,Recognition,SRC-3445,0.63,Pending,None,2026-08-28 05:58:18
HR-1363,EMP-274,Marketing,Better,Unclear,SRC-9615,0.35,Pending,None,2026-09-01 03:40:18
HR-1364,EMP-947,Operations,Too many tasks are assigned at once,Workload,SRC-4121,0.96,Pending,None,2026-08-23 14:51:18
HR-1365,EMP-394,Operations,We need better workload distribution,Workload,SRC-4385,0.83,Pending,None,2026-08-24 09:10:18
HR-1366,EMP-844,Operations,We need better workload distribution,Workload,SRC-3391,0.61,Pending,None,2026-08-23 10:03:18
HR-1367,EMP-341,Marketing,Work pressure is increasing,Workload,SRC-8506,0.63,Pending,None,2026-09-01 20:14:18
HR-1368,EMP-236,Customer Support,There should be clearer promotion opportunities,Career Growth,SRC-4476,0.87,Pending,None,2026-08-30 18:26:18
HR-1369,EMP-853,Marketing,We need regular team updates,Communication,SRC-1962,0.62,Pending,None,2026-08-22 04:36:18
HR-1370,EMP-582,Finance,More professional development would help,Career Growth,SRC-1745,0.6,Pending,None,2026-09-03 11:11:18
HR-1371,EMP-734,Sales,We need a better working environment,Work Environment,SRC-3166,0.97,Pending,None,2026-09-05 23:17:18
HR-1372,EMP-142,Marketing,Some employees have too much work,Workload,SRC-9074,0.95,Pending,None,2026-09-01 19:22:18
HR-1373,EMP-235,HR,Hard work should be recognized,Recognition,SRC-3323,0.7,Pending,None,2026-08-25 18:16:18
HR-1374,EMP-145,IT,Pay should be reviewed regularly,Compensation,SRC-6907,0.95,Pending,None,2026-08-24 09:07:18
HR-1375,EMP-997,Finance,Pay should be reviewed regularly,Compensation,SRC-9470,0.72,Pending,None,2026-08-19 00:18:18
HR-1376,EMP-423,Operations,Employees need better compensation,Compensation,SRC-8208,0.62,Pending,None,2026-08-18 06:26:18
HR-1377,EMP-155,IT,We need a better working environment,Work Environment,SRC-3679,0.87,Pending,None,2026-08-31 08:47:18
HR-1378,EMP-218,Sales,I don't know,Unclear,SRC-8949,0.36,Pending,None,2026-08-16 14:58:18
HR-1379,EMP-966,Operations,Teams should communicate more clearly,Communication,SRC-2533,0.68,Pending,None,2026-08-24 10:25:18
HR-1380,EMP-284,Customer Support,We need better employee appreciation,Recognition,SRC-4479,0.82,Pending,None,2026-08-11 16:36:18
HR-1381,EMP-638,Customer Support,The workplace environment is comfortable,Work Environment,SRC-5033,0.89,Pending,None,2026-08-15 19:06:18
HR-1382,EMP-436,HR,More training opportunities are needed,Career Growth,SRC-7458,0.74,Pending,None,2026-08-16 07:57:18
HR-1383,EMP-957,Finance,There should be better communication between departments,Communication,SRC-8861,0.77,Pending,None,2026-08-23 18:16:18
HR-1384,EMP-708,Operations,Things could be better,Unclear,SRC-8423,0.31,Pending,None,2026-09-06 09:46:18
HR-1385,EMP-232,IT,Pay should be reviewed regularly,Compensation,SRC-6294,0.9,Pending,None,2026-08-14 17:20:18
HR-1386,EMP-660,Marketing,We need a better working environment,Work Environment,SRC-3916,0.69,Pending,None,2026-08-29 15:49:18
HR-1387,EMP-191,HR,We need better workload distribution,Workload,SRC-7592,0.71,Pending,None,2026-09-10 06:30:18
HR-1388,EMP-257,HR,Compensation should reflect responsibilities,Compensation,SRC-6080,0.94,Pending,None,2026-09-07 23:17:18
HR-1389,EMP-234,Finance,Pay should be reviewed regularly,Compensation,SRC-9399,0.68,Pending,None,2026-08-31 18:38:18
HR-1390,EMP-497,Sales,Hard work should be recognized,Recognition,SRC-2478,0.89,Pending,None,2026-08-28 06:18:18
HR-1391,EMP-728,IT,The workplace environment is comfortable,Work Environment,SRC-1662,0.8,Pending,None,2026-09-01 14:23:18
HR-1392,EMP-792,IT,Employees need better career growth opportunities,Career Growth,SRC-9115,0.8,Pending,None,2026-09-09 23:02:18
HR-1393,EMP-637,HR,The workplace environment is comfortable,Work Environment,SRC-8825,0.71,Pending,None,2026-08-17 07:40:18
HR-1394,EMP-800,Finance,Hard work should be recognized,Recognition,SRC-5841,0.82,Pending,None,2026-09-05 13:55:18
HR-1395,EMP-178,HR,Hard work should be recognized,Recognition,SRC-7766,0.64,Pending,None,2026-09-06 09:01:18
HR-1396,EMP-932,Finance,Employees should be appreciated more,Recognition,SRC-9248,0.61,Pending,None,2026-09-01 13:41:18
HR-1397,EMP-283,Customer Support,The workplace environment is comfortable,Work Environment,SRC-2364,0.76,Pending,None,2026-08-25 01:12:18
HR-1398,EMP-421,Marketing,Compensation should reflect responsibilities,Compensation,SRC-5342,0.73,Pending,None,2026-08-20 00:33:18
HR-1399,EMP-316,IT,Could improve,Unclear,SRC-2742,0.35,Pending,None,2026-08-12 07:40:18
HR-1400,EMP-105,Sales,Need improvement,Unclear,SRC-8817,0.36,Pending,None,2026-08-29 22:34:18
HR-1401,EMP-989,Operations,Hard work should be recognized,Recognition,SRC-5961,0.84,Pending,None,2026-09-08 13:44:18
HR-1402,EMP-469,Operations,There should be clearer promotion opportunities,Career Growth,SRC-5958,0.63,Pending,None,2026-08-17 15:40:18
HR-1403,EMP-114,IT,,Unclear,SRC-4083,0.5,Pending,None,2026-08-21 00:38:18
HR-1404,EMP-592,Operations,Need improvement,Unclear,SRC-8139,0.49,Pending,None,2026-09-05 00:22:18
HR-1405,EMP-295,HR,The office environment could be improved,Work Environment,SRC-8765,0.76,Pending,None,2026-08-16 19:18:18
HR-1406,EMP-270,IT,The workplace facilities are good,Work Environment,SRC-8724,0.61,Pending,None,2026-08-31 23:05:18
HR-1407,EMP-699,IT,Hard work should be recognized,Recognition,SRC-1834,0.73,Pending,None,2026-08-16 04:14:18
HR-1408,EMP-745,Customer Support,The workplace facilities are good,Work Environment,SRC-5764,0.61,Pending,None,2026-08-29 16:39:18
HR-1409,EMP-597,Marketing,Hard work should be recognized,Recognition,SRC-4799,0.87,Pending,None,2026-09-04 13:09:18
HR-1410,EMP-119,Sales,Employees should be appreciated more,Recognition,SRC-5388,0.94,Pending,None,2026-08-30 11:43:18
HR-1411,EMP-584,HR,We need more learning programs,Career Growth,SRC-8345,0.87,Pending,None,2026-08-12 10:49:18
HR-1412,EMP-265,Finance,We need a better working environment,Work Environment,SRC-8178,0.69,Pending,None,2026-08-21 12:04:18
HR-1413,EMP-701,Operations,Hard work should be recognized,Recognition,SRC-3148,0.94,Pending,None,2026-08-29 06:29:18
HR-1414,EMP-526,Customer Support,We need more learning programs,Career Growth,SRC-8738,0.9,Pending,None,2026-08-18 21:04:18
HR-1415,EMP-736,IT,More training opportunities are needed,Career Growth,SRC-8911,0.65,Pending,None,2026-08-20 13:59:18
HR-1416,EMP-260,Marketing,Compensation should reflect responsibilities,Compensation,SRC-9089,0.72,Pending,None,2026-08-21 00:51:18
HR-1417,EMP-670,HR,We need better support from managers,Management,SRC-6849,0.86,Pending,None,2026-08-19 10:56:18
HR-1418,EMP-947,Customer Support,Need better internal communication,Communication,SRC-6533,0.76,Pending,None,2026-09-08 14:38:18
HR-1419,EMP-332,HR,We need a better working environment,Work Environment,SRC-6575,0.9,Pending,None,2026-08-13 15:04:18
HR-1420,EMP-888,Marketing,Some employees have too much work,Workload,SRC-2706,0.87,Pending,None,2026-08-31 10:19:18
HR-1421,EMP-918,Sales,Salary structure could be improved,Compensation,SRC-2734,0.9,Pending,None,2026-09-08 06:00:18
HR-1422,EMP-900,Customer Support,Benefits could be improved,Compensation,SRC-1687,0.79,Pending,None,2026-08-19 02:33:18
HR-1423,EMP-745,HR,Management should listen to employees,Management,SRC-5786,0.87,Pending,None,2026-09-03 12:40:18
HR-1424,EMP-610,Operations,Work pressure is increasing,Workload,SRC-6482,0.91,Pending,None,2026-08-17 02:25:18
HR-1425,EMP-968,IT,The workplace environment is comfortable,Work Environment,SRC-5019,0.92,Pending,None,2026-09-02 01:28:18
HR-1426,EMP-449,Finance,Teams should communicate more clearly,Communication,SRC-7101,0.87,Pending,None,2026-08-30 09:24:18
HR-1427,EMP-469,Operations,Some employees have too much work,Workload,SRC-7909,0.9,Pending,None,2026-08-17 18:49:18
HR-1428,EMP-921,Sales,The workplace facilities are good,Work Environment,SRC-9456,0.9,Pending,None,2026-08-27 23:15:18
HR-1429,EMP-130,Sales,,Unclear,SRC-9476,0.53,Pending,None,2026-08-15 08:42:18
HR-1430,EMP-446,Finance,Employees need better compensation,Compensation,SRC-8111,0.62,Pending,None,2026-08-13 04:36:18
HR-1431,EMP-776,Operations,Employees should be appreciated more,Recognition,SRC-9516,0.97,Pending,None,2026-08-30 14:05:18
HR-1432,EMP-511,Operations,Pay should be reviewed regularly,Compensation,SRC-6139,0.95,Pending,None,2026-08-11 20:43:18
HR-1433,EMP-946,Finance,Good work should receive more recognition,Recognition,SRC-7618,0.77,Pending,None,2026-08-20 20:09:18
HR-1434,EMP-657,Marketing,There should be clearer promotion opportunities,Career Growth,SRC-6656,0.94,Pending,None,2026-09-10 00:42:18
HR-1435,EMP-514,Customer Support,Managers should give more feedback,Management,SRC-1605,0.8,Pending,None,2026-08-29 06:04:18
HR-1436,EMP-842,Operations,Some employees have too much work,Workload,SRC-9860,0.71,Pending,None,2026-08-15 17:29:18
HR-1437,EMP-623,Marketing,Management should listen to employees,Management,SRC-1383,0.61,Pending,None,2026-09-05 01:51:18
HR-1438,EMP-706,Finance,Pay should be reviewed regularly,Compensation,SRC-7926,0.98,Pending,None,2026-08-16 12:43:18
HR-1439,EMP-849,HR,Leadership can improve employee support,Management,SRC-6807,0.65,Pending,None,2026-09-10 03:07:18
HR-1440,EMP-227,Sales,More training opportunities are needed,Career Growth,SRC-8424,0.73,Pending,None,2026-08-22 05:58:18
HR-1441,EMP-924,Operations,Employees deserve more recognition,Recognition,SRC-4831,0.73,Pending,None,2026-08-24 10:53:18
HR-1442,EMP-782,Customer Support,Good work should receive more recognition,Recognition,SRC-7187,0.8,Pending,None,2026-08-22 18:34:18
HR-1443,EMP-207,Finance,Work pressure is increasing,Workload,SRC-8443,0.64,Pending,None,2026-08-30 21:04:18
HR-1444,EMP-948,Sales,Things could be better,Unclear,SRC-7961,0.51,Pending,None,2026-09-02 04:17:18
HR-1445,EMP-319,Sales,Nothing specific,Unclear,SRC-7598,0.41,Pending,None,2026-09-04 02:55:18
HR-1446,EMP-897,Sales,Hard work should be recognized,Recognition,SRC-7937,0.98,Pending,None,2026-09-02 18:48:18
HR-1447,EMP-849,Sales,Some employees have too much work,Workload,SRC-3082,0.78,Pending,None,2026-09-01 08:02:18
HR-1448,EMP-232,Operations,Employees should be appreciated more,Recognition,SRC-4483,0.77,Pending,None,2026-08-12 23:42:18
HR-1449,EMP-864,IT,Managers should give more feedback,Management,SRC-7694,0.64,Pending,None,2026-08-28 07:47:18
HR-1450,EMP-685,Finance,Maybe some changes are needed,Unclear,SRC-2929,0.33,Pending,None,2026-08-28 13:06:18
HR-1451,EMP-410,Finance,Employees need better compensation,Compensation,SRC-3328,0.9,Pending,None,2026-08-30 16:46:18
HR-1452,EMP-149,Finance,Too many tasks are assigned at once,Workload,SRC-9008,0.6,Pending,None,2026-09-05 10:09:18
HR-1453,EMP-457,HR,The workplace facilities are good,Work Environment,SRC-6074,0.81,Pending,None,2026-08-26 21:05:18
HR-1454,EMP-900,Sales,More professional development would help,Career Growth,SRC-3175,0.89,Pending,None,2026-09-03 11:26:18
HR-1455,EMP-751,Sales,There should be clearer promotion opportunities,Career Growth,SRC-3440,0.93,Pending,None,2026-08-26 07:19:18
HR-1456,EMP-191,Customer Support,Hard work should be recognized,Recognition,SRC-7344,0.69,Pending,None,2026-08-29 11:58:18
HR-1457,EMP-447,Marketing,There are some issues,Unclear,SRC-5544,0.43,Pending,None,2026-08-19 00:59:18
HR-1458,EMP-824,HR,Pay should be reviewed regularly,Compensation,SRC-3028,0.84,Pending,None,2026-08-15 09:06:18
HR-1459,EMP-297,Marketing,Salary structure could be improved,Compensation,SRC-9548,0.67,Pending,None,2026-09-02 03:50:18
HR-1460,EMP-614,HR,Manager,Unclear,SRC-3944,0.54,Pending,None,2026-08-24 00:25:18
HR-1461,EMP-905,IT,More professional development would help,Career Growth,SRC-8278,0.63,Pending,None,2026-09-04 18:52:18
